#sp   rion       Nb        pii      Viw
585 3.724821 1.084065 0.01246976 -204.826
586 3.611984 1.036093 0.01270490 -187.788
587 3.612476 1.036189 0.01274665 -187.525
588 3.679426 0.950507 0.01303128 -198.040
589 3.646186 0.992681 0.01393549 -204.626
590 3.680183 0.953466 0.01305302 -198.475
591 3.646439 0.992284 0.01395733 -204.057
592 3.647037 0.992512 0.01395116 -204.481
593 3.643957 1.021186 0.01414863 -204.454
594 3.949411 1.007428 0.01908657 -228.393
595 4.034492 1.012747 0.01701361 -203.759
596 3.760002 1.013488 0.01482375 -215.964
597 4.032238 1.012729 0.01700111 -203.676
598 3.758280 1.013533 0.01479675 -215.714
599 3.813421 1.037425 0.01638783 -202.851
600 3.686270 1.018210 0.01265851 -209.248
601 3.811997 1.036564 0.01635369 -202.728
602 3.928975 1.073628 0.01747172 -222.956
